회사명,"수수료
부과기준",기준일자,거래금액,구분,오프라인,HTS,ARS,스마트폰,오프라인.1,HTS.1,ARS.1,스마트폰.1,비고
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,1억원,변경율,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2011/11/18,1억원,변경전,500000.0,100000.0,250000.0,120000.0,500000.0,100000.0,250000.0,120000.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,1억원,변경후,500000.0,100000.0,250000.0,100000.0,500000.0,100000.0,250000.0,100000.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,1억원,변경율,0.0,0.0,0.0,-0.16667,0.0,0.0,0.0,-0.16667,0
케이프투자증권,/img/sub/ico_doc.gif,2013/07/01,1억원,변경전,425000.0,90000.0,0.0,90000.0,425000.0,15000.0,0.0,15000.0,연계신용(스탁론)약정계좌는 영업점 모바일 수수료 적용
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1억원,변경후,425000.0,90000.0,0.0,90000.0,425000.0,15000.0,0.0,15000.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1억원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2012/05/21,1억원,변경전,499200.0,99200.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료 인하(12.5.2)부분 반영
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,1억원,변경후,495600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,1억원,변경율,-0.00721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
다올투자증권,/img/sub/ico_pdf.gif,2017/01/02,1억원,변경전,499200.0,10000.0,150000.0,10000.0,499200.0,15000.0,150000.0,15000.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,1억원,변경후,499200.0,15000.0,150000.0,15000.0,499200.0,15000.0,150000.0,15000.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,1억원,변경율,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/06/17,1억원,변경전,500000.0,0.0,15000.0,15000.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,1억원,변경후,500000.0,0.0,15000.0,15000.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,1억원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2018/06/29,1억원,변경전,390000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,일괄적용 선택 시
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,1억원,변경후,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,1억원,변경율,-0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
토스증권,/img/sub/ico_pdf.gif,2021/01/21,1억원,변경후,0.0,0.0,15000.0,15000.0,0.0,0.0,0.0,0.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2016/12/05,1억원,변경전,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,150000.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,1억원,변경후,449164.0,79164.0,0.0,150000.0,449164.0,14164.0,0.0,150000.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,1억원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유진투자증권,/img/sub/ico_xls.gif,2012/10/08,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,50만원,변경후,2500.0,900.0,1000.0,750.0,2500.0,75.0,1000.0,75.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SK증권,/img/sub/ico_xls.gif,2011/11/18,50만원,변경전,2500.0,1750.0,1250.0,250.0,2500.0,75.0,1250.0,250.0,0
SK증권,/img/sub/ico_xls.gif,2015/06/01,50만원,변경후,2500.0,1750.0,1250.0,1750.0,2500.0,75.0,1250.0,1750.0,증권통App 수수료율 변경
SK증권,/img/sub/ico_xls.gif,2015/06/01,50만원,변경율,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0
유안타증권,/img/sub/ico_pdf.gif,2020/09/14,50만원,변경전,2500.0,1750.0,985.0,500.0,2500.0,70.0,985.0,500.0,유관기관수수료 20/09/14 ~ 20/12/31 한시적 면제
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,50만원,변경후,2500.0,1750.0,985.0,500.0,2500.0,70.0,985.0,500.0,0
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2014/05/02,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,50만원,변경후,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2011/11/18,50만원,변경전,2250.0,400.0,1250.0,0.0,2250.0,400.0,1250.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경후,2490.0,390.0,1240.0,0.0,2490.0,390.0,1240.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
유화증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경율,0.10667,-0.025,-0.008,0.0,0.10667,-0.025,-0.008,0.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2014/03/24,50만원,변경전,2480.0,2480.0,980.0,980.0,2480.0,70.0,980.0,70.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,50만원,변경후,2450.0,700.0,700.0,700.0,2450.0,70.0,70.0,70.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,50만원,변경율,-0.0121,-0.71774,-0.28571,-0.28571,-0.0121,0.0,-0.92857,0.0,0
상상인증권,/img/sub/ico_pdf.gif,2020/04/23,50만원,변경후,2450.0,700.0,1000.0,700.0,2450.0,700.0,1000.0,700.0,0
대신증권,/img/sub/ico_pdf.gif,2020/09/15,50만원,변경전,2468.0,1518.0,968.0,968.0,2468.0,1518.0,968.0,968.0,유관기관수수료 한시적 면제에 따른 위탁수수료 변동사항으로 20/09/15 ~ 20/12/31 기간 내 시행
대신증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경후,2486.0,1536.0,986.0,986.0,2486.0,1536.0,986.0,986.0,0
대신증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경율,0.00729,0.01186,0.0186,0.0186,0.00729,0.01186,0.0186,0.0186,0
교보증권,/img/sub/ico_pdf.gif,2013/12/19,50만원,변경전,2490.0,1240.0,1240.0,1240.0,2490.0,1240.0,0.0,70.0,2013년 9월 30일 이후 은행연계 신규개설계좌의 SMART K 매매에 한함
교보증권,/img/sub/ico_pdf.gif,2021/09/01,50만원,변경후,2490.0,1240.0,1240.0,1240.0,2490.0,1240.0,1240.0,1240.0,0
교보증권,/img/sub/ico_pdf.gif,2021/09/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71429,0
NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,50만원,변경후,2486.0,1571.0,1486.0,1486.0,2486.0,1571.0,1486.0,1486.0,NAMUH 50
한양증권,/img/sub/ico_hwp.gif,2012/06/04,50만원,변경전,2487.0,2236.0,996.0,746.0,2487.0,2236.0,996.0,746.0,0
한양증권,/img/sub/ico_hwp.gif,2012/10/12,50만원,변경후,2487.0,2236.0,996.0,500.0,2487.0,2236.0,996.0,500.0,0
한양증권,/img/sub/ico_hwp.gif,2012/10/12,50만원,변경율,0.0,0.0,0.0,-0.32976,0.0,0.0,0.0,-0.32976,0
신영증권,/img/sub/ico_hwp.gif,2012/05/18,50만원,변경전,2246.0,496.0,1246.0,496.0,2246.0,496.0,1246.0,70.0,유관기관수수료인하
신영증권,/img/sub/ico_hwp.gif,2021/08/23,50만원,변경후,2246.0,496.0,1246.0,496.0,2246.0,496.0,1246.0,496.0,0
신영증권,/img/sub/ico_hwp.gif,2021/08/23,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08571,0
삼성증권,/img/sub/ico_pdf.gif,2015/03/25,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
삼성증권,/img/sub/ico_pdf.gif,2021/10/01,50만원,변경후,2486.0,2236.0,1236.0,2236.0,2486.0,2236.0,1236.0,2236.0,0
삼성증권,/img/sub/ico_pdf.gif,2021/10/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
메리츠증권,/img/sub/ico_pdf.gif,2020/09/14,50만원,변경전,2472.0,1872.0,972.0,1872.0,2472.0,1872.0,972.0,1872.0,0
메리츠증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경후,2490.0,1890.0,990.0,1890.0,2490.0,1890.0,990.0,1890.0,0
메리츠증권,/img/sub/ico_pdf.gif,2021/01/01,50만원,변경율,0.00728,0.00962,0.01852,0.00962,0.00728,0.00962,0.01852,0.00962,0
KB증권,/img/sub/ico_pdf.gif,2017/09/27,50만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KB증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경후,2487.0,1786.0,1237.0,987.0,2487.0,75.0,750.0,600.0,0
KB증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
한화투자증권,/img/sub/ico_pdf.gif,2015/10/05,50만원,변경전,29500.0,6970.0,11970.0,6970.0,29500.0,6970.0,11970.0,6970.0,0
한화투자증권,/img/sub/ico_pdf.gif,2016/05/30,50만원,변경후,2480.0,2480.0,980.0,750.0,2480.0,2480.0,980.0,750.0,0
한화투자증권,/img/sub/ico_pdf.gif,2016/05/30,50만원,변경율,-0.91593,-0.64419,-0.91813,-0.8924,-0.91593,-0.64419,-0.91813,-0.8924,0
현대차증권,/img/sub/ico_xlsx.gif,2011/11/07,50만원,변경후,2491.0,2291.0,1241.0,991.0,2491.0,2291.0,1241.0,991.0,0
DB금융투자,/img/sub/ico_doc.gif,2014/06/02,50만원,변경전,2496.0,1246.0,1246.0,1246.0,2496.0,116.0,1246.0,116.0,0
DB금융투자,/img/sub/ico_doc.gif,2015/01/02,50만원,변경후,2496.0,1246.0,1246.0,1246.0,2496.0,1246.0,1246.0,1246.0,0
DB금융투자,/img/sub/ico_doc.gif,2015/01/02,50만원,변경율,0.0,0.0,0.0,0.0,0.0,9.74138,0.0,9.74138,0
아이엠증권,/img/sub/ico_hwp.gif,2011/12/01,50만원,변경전,2490.0,1690.0,1240.0,1690.0,2490.0,1690.0,1240.0,1690.0,0
아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,50만원,변경후,2486.0,1686.0,1236.0,1686.0,2486.0,1686.0,1236.0,1686.0,유관수수료인하
아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,50만원,변경율,-0.00161,-0.00237,-0.00323,-0.00237,-0.00161,-0.00237,-0.00323,-0.00237,0
부국증권,/img/sub/ico_hwp.gif,2011/11/18,50만원,변경후,2227.0,477.0,977.0,750.0,2227.0,477.0,977.0,750.0,0
한국투자증권,/img/sub/ico_pdf.gif,2020/06/12,50만원,변경전,0.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,0
한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경후,2486.0,2636.0,1236.0,2636.0,0.0,70.0,1236.0,70.0,코스피/코스닥/장외단주/코넥스
한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
하나증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경전,2480.0,2480.0,2480.0,2480.0,2480.0,70.0,70.0,70.0,증권유관기관 수수료 인하(‘12.5.2)부분 반영
하나증권,/img/sub/ico_pdf.gif,2014/09/01,50만원,변경후,2480.0,2480.0,2480.0,2480.0,2480.0,70.0,70.0,70.0,0
하나증권,/img/sub/ico_pdf.gif,2014/09/01,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
리딩투자증권,/img/sub/ico_pdf.gif,2012/05/29,50만원,변경전,2500.0,500.0,750.0,0.0,2500.0,500.0,750.0,0.0,2백만원이하 500원
리딩투자증권,/img/sub/ico_pdf.gif,2014/07/14,50만원,변경후,2500.0,120.0,700.0,0.0,2500.0,120.0,700.0,0.0,0
리딩투자증권,/img/sub/ico_pdf.gif,2014/07/14,50만원,변경율,0.0,-0.76,-0.06667,0.0,0.0,-0.76,-0.06667,0.0,0
키움증권,/img/sub/ico_pdf.gif,2020/09/16,50만원,변경전,1480.0,50.0,730.0,50.0,1480.0,50.0,730.0,50.0,유관기관수수료 20/09/16 ~ 20/12/31 한시적 면제
키움증권,/img/sub/ico_pdf.gif,2020/12/31,50만원,변경후,1500.0,70.0,750.0,70.0,1500.0,70.0,750.0,70.0,0
키움증권,/img/sub/ico_pdf.gif,2020/12/31,50만원,변경율,0.01351,0.4,0.0274,0.4,0.01351,0.4,0.0274,0.4,0
엘에스증권,/img/sub/ico_pdf.gif,2011/11/29,50만원,변경전,1950.0,70.0,500.0,70.0,1950.0,70.0,500.0,70.0,0
엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,50만원,변경후,2400.0,75.0,500.0,75.0,1500.0,75.0,500.0,75.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,50만원,변경율,0.23077,0.07143,0.0,0.07143,-0.23077,0.07143,0.0,0.07143,0
도이치증권,/img/sub/ico_pdf.gif,2014/12/17,50만원,변경후,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코리아에셋투자증권,/img/sub/ico_pdf.gif,2012/05/14,50만원,변경전,2450.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
코리아에셋투자증권,/img/sub/ico_pdf.gif,2019/04/10,50만원,변경후,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코리아에셋투자증권,/img/sub/ico_pdf.gif,2019/04/10,50만원,변경율,-0.79592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/01/03,50만원,변경전,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,50만원,변경후,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
흥국증권,/img/sub/ico_pdf.gif,2012/06/01,50만원,변경율,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2011/11/18,50만원,변경전,2500.0,500.0,1250.0,600.0,2500.0,500.0,1250.0,600.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,50만원,변경후,2500.0,500.0,1250.0,500.0,2500.0,500.0,1250.0,500.0,0
IBK투자증권,/img/sub/ico_hwp.gif,2013/02/04,50만원,변경율,0.0,0.0,0.0,-0.16667,0.0,0.0,0.0,-0.16667,0
케이프투자증권,/img/sub/ico_doc.gif,2013/07/01,50만원,변경전,3750.0,2500.0,0.0,450.0,3750.0,75.0,0.0,75.0,연계신용(스탁론)약정계좌는 영업점 모바일 수수료 적용
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,50만원,변경후,3750.0,2500.0,0.0,450.0,3750.0,75.0,0.0,75.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2012/05/21,50만원,변경전,2496.0,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,증권유관기관 수수료 인하(12.5.2)부분 반영
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,50만원,변경후,2478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS투자증권,/img/sub/ico_hwp.gif,2021/01/01,50만원,변경율,-0.00721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
다올투자증권,/img/sub/ico_pdf.gif,2017/01/02,50만원,변경전,2490.0,50.0,750.0,50.0,2490.0,70.0,750.0,70.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,50만원,변경후,2490.0,70.0,750.0,70.0,2490.0,70.0,750.0,70.0,0
다올투자증권,/img/sub/ico_pdf.gif,2018/03/12,50만원,변경율,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/06/17,50만원,변경전,2500.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,50만원,변경후,2500.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0
카카오페이증권,/img/sub/ico_pdf.gif,2024/10/14,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2018/06/29,50만원,변경전,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,일괄적용 선택 시
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,50만원,변경후,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
비엔피파리바증권,/img/sub/ico_pdf.gif,2020/02/03,50만원,변경율,-0.23077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
토스증권,/img/sub/ico_pdf.gif,2021/01/21,50만원,변경후,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2016/12/05,50만원,변경전,0.0,0.0,0.0,750.0,0.0,0.0,0.0,750.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,50만원,변경후,2246.0,1496.0,0.0,750.0,2246.0,71.0,0.0,750.0,0
비엔케이투자증권,/img/sub/ico_pdf.gif,2020/08/24,50만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유진투자증권,/img/sub/ico_xls.gif,2012/10/08,1000만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,1000만원,변경후,50000.0,13000.0,20000.0,15000.0,50000.0,1500.0,20000.0,1500.0,0
유진투자증권,/img/sub/ico_xls.gif,2020/06/17,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SK증권,/img/sub/ico_xls.gif,2011/11/18,1000만원,변경전,50000.0,14000.0,25000.0,5000.0,50000.0,1500.0,25000.0,5000.0,0
SK증권,/img/sub/ico_xls.gif,2015/06/01,1000만원,변경후,50000.0,14000.0,25000.0,14000.0,50000.0,1500.0,25000.0,14000.0,증권통App 수수료율 변경
SK증권,/img/sub/ico_xls.gif,2015/06/01,1000만원,변경율,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0
유안타증권,/img/sub/ico_pdf.gif,2020/09/14,1000만원,변경전,50000.0,6500.0,19700.0,10000.0,50000.0,1400.0,19700.0,10000.0,유관기관수수료 20/09/14 ~ 20/12/31 한시적 면제
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,1000만원,변경후,50000.0,6500.0,19700.0,10000.0,50000.0,1400.0,19700.0,10000.0,0
유안타증권,/img/sub/ico_pdf.gif,2021/01/04,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2014/05/02,1000만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,1000만원,변경후,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
신한투자증권,/img/sub/ico_pdf.gif,2015/04/01,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2011/11/18,1000만원,변경전,45000.0,6000.0,25000.0,0.0,45000.0,6000.0,25000.0,0.0,0
유화증권,/img/sub/ico_pdf.gif,2012/05/02,1000만원,변경후,44910.0,5910.0,24910.0,0.0,44910.0,5910.0,24910.0,0.0,증권유관기관 수수료인하('12.5.2)부분 반영
유화증권,/img/sub/ico_pdf.gif,2012/05/02,1000만원,변경율,-0.002,-0.015,-0.0036,0.0,-0.002,-0.015,-0.0036,0.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2014/03/24,1000만원,변경전,49720.0,15220.0,19720.0,19720.0,49720.0,1410.0,19720.0,1410.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,1000만원,변경후,49000.0,14000.0,14000.0,14000.0,49000.0,1400.0,1400.0,1400.0,0
미래에셋증권,/img/sub/ico_pdf.gif,2017/01/02,1000만원,변경율,-0.01448,-0.08016,-0.29006,-0.29006,-0.01448,-0.00709,-0.92901,-0.00709,0
상상인증권,/img/sub/ico_pdf.gif,2020/04/23,1000만원,변경후,49000.0,14000.0,20000.0,14000.0,49000.0,14000.0,20000.0,14000.0,0
대신증권,/img/sub/ico_pdf.gif,2020/09/15,1000만원,변경전,49366.0,15366.0,19366.0,19366.0,49366.0,15366.0,19366.0,19366.0,유관기관수수료 한시적 면제에 따른 위탁수수료 변동사항으로 20/09/15 ~ 20/12/31 기간 내 시행
대신증권,/img/sub/ico_pdf.gif,2021/01/01,1000만원,변경후,49730.0,15730.0,19730.0,19730.0,49730.0,15730.0,19730.0,19730.0,0
대신증권,/img/sub/ico_pdf.gif,2021/01/01,1000만원,변경율,0.00737,0.02369,0.0188,0.0188,0.00737,0.02369,0.0188,0.0188,0
교보증권,/img/sub/ico_pdf.gif,2013/12/19,1000만원,변경전,49910.0,12910.0,24910.0,14910.0,49910.0,12910.0,24910.0,1400.0,2013년 9월 30일 이후 은행개설 신규계좌의 SMART K 매매에 한함
교보증권,/img/sub/ico_pdf.gif,2021/09/01,1000만원,변경후,49920.0,12920.0,24920.0,14920.0,49920.0,12920.0,24920.0,14920.0,0
교보증권,/img/sub/ico_pdf.gif,2021/09/01,1000만원,변경율,0.0002,0.00077,0.0004,0.00067,0.0002,0.00077,0.0004,9.65714,0
NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,1000만원,변경후,49720.0,14916.0,19716.0,19716.0,49720.0,14916.0,19716.0,19716.0,NAMUH 1000
한양증권,/img/sub/ico_hwp.gif,2012/06/04,1000만원,변경전,49730.0,9230.0,19920.0,14920.0,49730.0,9230.0,19920.0,14920.0,0
한양증권,/img/sub/ico_hwp.gif,2012/10/12,1000만원,변경후,49730.0,9230.0,19920.0,10000.0,49730.0,9230.0,19920.0,10000.0,0
한양증권,/img/sub/ico_hwp.gif,2012/10/12,1000만원,변경율,0.0,0.0,0.0,-0.32976,0.0,0.0,0.0,-0.32976,0
신영증권,/img/sub/ico_hwp.gif,2012/05/18,1000만원,변경전,44916.0,9916.0,24916.0,9916.0,44916.0,9916.0,24916.0,1416.0,유관기관수수료인하
신영증권,/img/sub/ico_hwp.gif,2021/08/23,1000만원,변경후,44916.0,9916.0,24916.0,9916.0,44916.0,9916.0,24916.0,9916.0,0
신영증권,/img/sub/ico_hwp.gif,2021/08/23,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00282,0
삼성증권,/img/sub/ico_pdf.gif,2015/03/25,1000만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
삼성증권,/img/sub/ico_pdf.gif,2021/10/01,1000만원,변경후,49721.0,15721.0,24721.0,15721.0,49721.0,15721.0,24721.0,15721.0,0
삼성증권,/img/sub/ico_pdf.gif,2021/10/01,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
메리츠증권,/img/sub/ico_pdf.gif,2020/09/14,1000만원,변경전,49449.0,13449.0,19449.0,13449.0,49449.0,13449.0,19449.0,13449.0,0
메리츠증권,/img/sub/ico_pdf.gif,2021/01/01,1000만원,변경후,49813.0,13813.0,19813.0,13813.0,49813.0,13813.0,19813.0,13813.0,0
메리츠증권,/img/sub/ico_pdf.gif,2021/01/01,1000만원,변경율,0.00736,0.02707,0.01872,0.02707,0.00736,0.02707,0.01872,0.02707,0
KB증권,/img/sub/ico_pdf.gif,2017/09/27,1000만원,변경전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KB증권,/img/sub/ico_pdf.gif,2021/11/25,1000만원,변경후,49730.0,14730.0,24730.0,19730.0,49730.0,1500.0,15000.0,12000.0,0
KB증권,/img/sub/ico_pdf.gif,2021/11/25,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
한화투자증권,/img/sub/ico_pdf.gif,2015/10/05,1000만원,변경전,39500.0,7370.0,12370.0,7370.0,39500.0,7370.0,12370.0,7370.0,0
한화투자증권,/img/sub/ico_pdf.gif,2016/05/30,1000만원,변경후,49750.0,15250.0,19750.0,15000.0,49750.0,15250.0,19750.0,15000.0,0
한화투자증권,/img/sub/ico_pdf.gif,2016/05/30,1000만원,변경율,0.25949,1.0692,0.5966,1.03528,0.25949,1.0692,0.5966,1.03528,0
현대차증권,/img/sub/ico_xlsx.gif,2011/11/07,1000만원,변경전,49810.0,15810.0,24810.0,19810.0,49810.0,15810.0,24810.0,19810.0,0
현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,1000만원,변경후,0.0,15810.0,0.0,0.0,0.0,0.0,0.0,0.0,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부) / ELW : 0.0681%(일괄적용)
현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DB금융투자,/img/sub/ico_doc.gif,2014/06/02,1000만원,변경전,49916.0,14916.0,14916.0,14916.0,49916.0,2316.0,14916.0,2316.0,0
DB금융투자,/img/sub/ico_doc.gif,2015/01/02,1000만원,변경후,49916.0,14916.0,14916.0,14916.0,49916.0,14916.0,14916.0,14916.0,0
DB금융투자,/img/sub/ico_doc.gif,2015/01/02,1000만원,변경율,0.0,0.0,0.0,0.0,0.0,5.44041,0.0,5.44041,0
